ADAPLAN,BIKERACK,DESTINAT_A,DESTINAT_B,DESTINAT_C,DESTINAT_D,EQPLAN,FARMEBT,FARMMRKT,FARMPOLICY_A,FARMPOLICY_B,FARMPOLICY_C,FARMPOLICY_D,FARMPOLICY_E,FEMMAT,FEMWEEK,FEMWORK,FOODCOUN,FOODSEC,GENMANDATE,GENPLAN,GENPLANUP,GENPLANYR,GOVSTRUCT_A,GOVSTRUCT_B,GOVSTRUCT_C,GOVSTRUCT_D,GOVSTRUCT_E,GOVSTRUCT_F,HEALTHFOOD_A,HEALTHFOOD_B,HEALTHFOOD_C,HLTHFOODLOW,LEADTEST,LOCALTAC,LOWINCOME,NR_adj_wt,OBPLAN_A,OBPLAN_B,OBPLAN_C,OBPLAN_D,OBPLAN_E,OBPLAN_F,OBPLAN_G,OTHAGREE,OTHCONTRACT,OTHFOOD,OTHGOV,OTHOWN,OTHPLAN_A,OTHPLAN_B,OTHPLAN_C,OTHPLAN_D,OTHPLAN_E,OTHSERVE,PAGOV_A,PAGOV_B,PAGOV_C,PARKPOL_A,PARKPOL_B,PARKPOL_C,PARKPOL_D,PARKPOL_E,PARKPOL_F,PHCOUNC_A,PHCOUNC_B,POPULATIONSIZE,POVERTY_BINARY,PUBAUTH,PUBCOMM_A,PUBCOMM_B,PUBCOMM_C,PUBCOMM_D,PUBCOMM_E,PUBCURRENT,PUBDEMAND,PUBLOC_A,PUBLOC_B,PUBLOC_C,PUBLOC_D,PUBLOC_E,PUBMODES,PUBMULTI,PUBSPECS,PUBTOD,PUBTRANS,REGION,REPTAC_A,REPTAC_B,SCHDOOR,SCHJOINT,SCHREC,SNAP,STOREOPEN_A,STOREOPEN_B,STOREOPEN_C,STRATUMC,STREETADOPT,STREETCOMP,STREETFORM,STREETGOV,STREETMEAS,STREETREVISE,STREETZERO,SU_ID,ZONECODE_A,ZONECODE_B,ZONECODE_C,ZONECODE_D,ZONECODE_E,ZONECODE_F,ZONECODE_G,ZONELOC,ZONEPOL,ZONEREM,ZONEREP_A,ZONEREP_B
2,2,97,97,97,97,4,2,1,2,2,2,2,2,1,3,1,97,2,2,1,3,3,1,1,1,1,2,2,2,2,2,97,1,2,97,5.6249092315,1,1,1,1,1,2,1,97,97,1,2,97,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,97,97,2,2,1,97,97,97,97,97,3,2,97,97,97,97,97,1,97,97,97,1,2,97,97,97,97,2,2,2,2,2,2,97,2,2,97,97,97,2,21002014,2,1,1,1,2,1,2,1,2,2,2,1
2,2,1,1,1,1,4,2,1,1,2,2,2,2,2,97,2,97,2,2,1,1,2,2,2,2,1,2,2,2,2,2,97,1,2,2,5.6249092315,1,2,1,1,1,2,2,97,97,2,97,97,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,97,97,2,1,1,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,2,97,97,1,1,1,2,1,1,2,2,97,2,2,97,97,97,2,21002015,2,2,2,2,1,2,2,1,2,3,2,1
77,2,97,97,97,97,4,2,1,1,1,2,2,2,1,2,1,97,2,1,1,1,1,98,1,98,1,98,98,2,2,2,97,77,2,97,5.6249092315,77,2,2,2,1,2,1,97,97,2,97,97,1,98,98,98,98,2,2,2,1,1,1,1,1,1,1,97,97,2,2,2,97,97,97,97,97,3,2,97,97,97,97,97,2,97,97,97,1,2,97,97,1,1,1,2,2,2,2,2,97,2,2,97,97,97,2,21002018,2,1,1,1,2,2,2,1,2,2,2,1
1,2,97,97,97,97,4,97,4,2,2,2,2,2,1,3,2,97,2,2,1,5,5,2,1,2,1,2,2,2,2,2,97,2,2,97,5.6249092315,2,2,2,2,2,2,2,97,97,2,97,97,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,97,97,2,2,2,1,1,2,1,2,1,2,3,3,2,2,3,97,2,1,2,2,2,97,97,1,3,1,2,2,2,2,2,97,2,2,97,97,97,2,21002019,2,2,1,2,2,2,2,1,2,2,2,1
3,2,97,97,97,97,4,97,4,2,2,2,2,2,2,97,2,97,2,2,1,5,1,1,2,2,1,2,2,2,2,2,97,2,2,97,5.6249092315,1,2,1,2,2,2,2,97,97,2,97,97,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,97,97,2,2,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,2,97,2,2,97,97,97,2,21002021,2,2,2,2,2,2,2,2,2,3,97,97
77,1,1,1,1,1,3,1,1,77,77,77,77,77,1,2,1,97,77,97,2,97,97,2,77,77,2,2,77,77,77,77,97,77,2,97,6.6220824902,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,1,1,1,1,1,77,77,97,97,3,2,3,1,2,1,2,98,1,1,1,3,1,1,1,97,1,2,2,2,2,97,97,97,97,2,77,77,77,77,2,97,77,98,97,97,97,77,21002023,77,77,1,77,77,77,77,1,77,77,77,77
77,2,97,97,97,97,77,97,4,2,2,2,2,2,2,97,2,2,1,77,1,1,1,1,1,77,77,1,77,2,2,2,97,77,2,97,6.6220824902,2,2,2,1,2,2,2,97,97,2,97,97,1,2,2,2,2,2,77,77,77,1,77,1,1,77,77,77,77,3,2,2,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,77,2,97,97,97,97,3,77,2,2,2,2,97,77,77,97,97,97,77,21002025,77,2,2,2,2,1,77,1,2,3,2,2
1,2,97,97,97,97,4,2,1,1,2,2,2,2,2,97,1,97,2,1,1,2,2,1,1,1,1,2,2,2,2,2,97,2,1,97,5.6249092315,1,1,1,1,1,1,1,97,97,2,97,97,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,97,97,2,2,1,97,97,97,97,97,3,2,97,97,97,97,97,1,97,97,97,1,2,2,1,97,97,2,2,2,2,2,2,97,2,2,97,97,97,2,21002026,2,2,1,1,2,1,2,1,1,2,2,1
77,2,97,97,97,97,77,2,1,1,2,2,2,2,2,97,77,97,2,77,1,1,4,1,1,2,1,2,2,2,2,2,97,2,2,97,5.6249092315,2,2,2,2,2,2,2,97,97,1,2,97,1,1,1,77,77,2,2,2,2,2,2,1,1,1,1,97,97,2,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,2,97,2,2,97,97,97,2,21002028,2,1,2,2,2,77,2,1,2,2,2,2
1,2,1,1,1,98,4,2,1,2,2,2,2,2,2,97,1,2,1,2,1,1,5,1,1,1,1,1,2,2,2,2,97,2,2,97,5.6249092315,2,2,1,98,1,2,2,97,97,2,97,97,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,77,77,2,2,3,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,2,97,97,77,1,1,2,2,2,2,2,97,2,2,97,97,97,2,21002033,2,1,98,2,2,2,1,1,2,3,2,98
2,2,1,2,1,1,4,2,1,1,1,2,2,2,1,2,1,97,77,1,1,1,1,2,1,1,1,2,2,2,2,2,97,1,2,2,5.6249092315,2,2,1,1,1,1,1,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,97,97,2,2,3,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,2,97,97,3,1,1,2,2,1,2,2,97,2,2,97,97,97,2,21002034,2,2,1,2,2,1,2,1,1,1,1,1
1,2,97,97,97,97,2,2,1,1,2,2,2,2,2,97,1,97,2,2,1,4,2,1,1,1,1,1,2,2,2,2,97,1,2,2,5.6249092315,1,1,1,1,2,1,1,97,97,1,2,97,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,97,97,2,2,2,97,97,97,97,97,3,2,97,97,97,97,97,2,97,97,97,1,2,97,97,97,97,2,2,1,2,2,2,3,1,77,1,2,5,77,21002035,2,1,2,2,2,1,2,1,2,2,2,1
2,2,97,97,97,97,77,97,4,2,2,2,2,2,2,97,2,97,2,1,1,1,2,1,1,2,1,2,2,2,2,2,97,2,2,97,5.6249092315,2,1,1,1,2,2,1,97,97,2,97,97,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,97,97,2,2,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,3,1,1,2,2,2,2,2,3,1,2,2,77,77,77,21002036,1,1,1,1,1,1,2,1,2,3,2,1
2,1,1,2,1,1,4,2,1,2,1,2,2,2,1,2,1,97,2,1,1,2,1,1,1,1,1,1,2,2,2,2,97,1,2,2,5.6249092315,1,1,1,1,1,1,1,97,97,2,97,97,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,97,97,2,2,1,97,97,97,97,97,3,1,97,97,97,97,97,2,97,97,97,1,2,97,97,3,1,1,2,1,2,2,2,3,1,1,1,1,2,2,21002037,2,1,1,1,1,1,1,1,1,3,2,1
1,1,1,2,1,1,3,2,1,1,2,2,2,2,2,97,1,97,2,1,1,1,2,1,1,77,1,2,2,2,2,2,97,77,2,97,5.6249092315,2,1,1,1,1,1,77,97,97,2,97,1,2,2,2,2,2,1,2,2,1,1,77,1,77,77,1,97,97,2,2,3,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,77,2,2,2,2,2,97,2,2,97,97,97,2,21002038,2,1,2,2,1,1,2,1,2,2,2,1
1,2,1,1,1,1,2,77,1,1,2,2,2,2,2,97,1,77,1,1,1,4,5,1,1,1,1,1,2,2,2,2,97,1,1,97,4.4728307597,1,1,1,1,1,1,2,98,97,1,1,97,1,1,1,1,2,98,2,1,2,1,1,1,1,1,1,77,1,1,2,1,1,2,2,1,98,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,3,1,1,77,2,2,2,2,2,1,2,1,2,2,2,21002039,1,1,1,2,1,1,2,1,1,2,2,2
3,2,97,97,97,97,4,2,1,1,2,2,2,2,1,1,2,97,2,1,1,2,1,2,2,2,1,2,2,2,2,2,97,2,2,2,5.6249092315,2,2,1,2,2,2,2,97,97,2,97,97,77,2,2,2,2,2,2,2,2,1,2,2,1,2,2,97,97,2,2,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,3,1,1,2,1,1,2,2,97,2,2,97,97,97,2,21002040,2,2,2,2,2,2,2,1,2,77,1,1
77,1,3,77,77,77,3,77,1,1,2,2,2,2,2,97,1,97,77,1,1,4,5,2,1,2,1,2,2,2,2,2,97,77,2,97,5.6249092315,1,1,1,1,77,77,77,97,97,1,77,97,2,2,1,2,2,77,1,1,77,77,77,77,1,77,77,97,97,2,2,2,1,2,2,1,1,1,1,3,77,77,77,77,97,77,77,77,77,2,97,97,97,97,77,77,2,2,2,2,97,77,77,97,97,97,77,21002043,1,1,1,2,1,1,77,1,2,3,2,2
1,2,1,1,1,1,77,2,1,1,1,1,2,2,1,2,1,77,1,1,1,1,77,1,1,1,1,1,2,1,77,77,2,1,2,2,5.6249092315,1,77,1,77,1,1,1,97,97,2,97,97,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2,2,1,1,77,2,3,1,77,1,2,1,2,1,2,97,97,97,97,3,2,1,1,77,2,77,1,77,1,77,1,2,21002044,2,1,2,1,77,1,2,1,2,3,2,1
77,2,1,2,1,2,2,97,4,1,2,2,2,2,2,97,1,97,77,1,1,4,2,1,1,98,1,98,98,2,2,2,97,1,2,97,5.6249092315,2,1,1,77,1,1,1,97,97,2,97,97,1,98,98,98,98,2,77,77,1,2,2,2,1,1,1,97,97,2,2,3,1,98,98,98,98,1,1,1,2,1,2,2,2,2,1,2,1,2,97,97,97,97,2,77,2,2,2,2,2,1,1,1,1,77,2,21002045,2,1,1,1,2,1,2,1,2,3,77,1
2,2,97,97,97,97,4,97,4,1,2,2,2,2,2,97,2,97,2,1,1,2,5,2,1,2,1,2,2,2,2,2,97,2,2,2,5.6249092315,98,98,98,98,98,98,98,97,97,1,2,97,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,97,97,2,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,1,1,2,2,97,2,2,97,97,97,2,21002046,2,1,2,2,2,1,2,1,2,3,2,77
1,2,97,97,97,97,2,2,1,2,2,2,2,2,2,97,2,97,2,2,1,1,3,2,1,1,1,2,2,1,2,1,2,1,2,2,5.6249092315,2,2,1,1,2,2,2,97,97,2,97,97,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,97,97,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,97,2,2,2,2,2,97,97,97,97,2,2,2,1,2,2,97,2,2,97,97,97,2,21002048,2,2,1,2,2,1,2,1,2,2,2,1
77,1,1,1,1,1,2,77,1,2,2,2,2,2,1,3,77,97,2,1,1,2,5,1,1,1,1,1,1,2,77,2,97,77,1,97,4.4728307597,2,2,1,1,2,2,1,97,97,1,2,77,1,1,1,1,77,1,2,2,2,77,77,77,1,77,77,97,97,1,2,1,1,2,2,1,98,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,97,97,77,77,2,2,2,2,97,2,2,97,97,97,2,21002049,2,1,1,1,1,1,2,1,1,2,2,1
1,2,1,1,1,1,1,77,1,1,77,77,2,77,1,3,1,97,77,2,1,1,5,1,1,2,1,1,77,2,2,2,97,77,1,2,4.4728307597,1,1,1,1,77,1,77,97,97,2,97,97,1,1,1,1,77,2,1,2,2,77,77,77,1,77,77,97,97,1,2,1,1,2,2,1,98,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,97,97,77,77,1,2,2,2,1,1,2,1,77,1,77,21002051,1,1,2,2,2,1,2,1,2,3,2,2
77,2,1,1,1,1,4,97,3,1,77,77,77,2,1,3,77,97,2,2,1,5,2,1,1,2,2,2,2,2,2,2,97,2,2,2,5.6249092315,2,1,1,1,1,1,1,97,97,2,97,97,2,1,1,1,2,2,2,1,1,77,77,77,77,77,77,97,97,2,2,3,1,2,2,1,77,1,1,1,77,1,1,1,97,77,77,2,77,2,97,97,97,97,77,2,1,2,2,2,97,2,2,97,97,97,77,21002053,1,1,1,2,1,1,2,1,1,2,2,2
3,2,97,97,97,97,4,97,3,1,2,2,2,2,77,97,77,97,2,97,2,97,97,2,2,2,2,2,2,2,2,2,97,1,2,97,5.6249092315,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,97,97,2,1,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,2,97,2,2,97,97,97,77,21002055,2,1,1,1,1,1,1,1,77,3,98,1
77,2,1,77,77,77,77,1,1,1,2,2,2,2,77,97,77,97,2,2,1,5,3,2,1,1,1,2,2,2,2,2,97,77,1,97,5.6249092315,1,2,77,1,77,2,77,97,97,1,1,97,2,2,77,1,2,77,2,2,2,2,2,1,77,77,77,97,97,2,2,1,1,2,2,1,77,1,1,77,1,77,1,2,77,2,77,2,1,2,1,2,97,97,77,2,2,2,2,2,1,1,2,1,2,4,2,21002060,2,2,1,1,1,1,77,1,2,2,2,1
3,77,1,3,1,1,4,97,4,2,2,2,2,2,2,97,2,97,2,2,1,3,5,1,1,1,1,1,2,2,2,2,97,2,2,97,5.6249092315,2,2,2,2,2,2,2,97,97,2,97,97,2,2,77,2,2,2,2,77,1,1,1,77,1,77,77,97,97,2,2,2,1,2,2,1,98,1,1,3,3,3,2,2,97,2,2,2,2,2,97,97,97,97,77,2,2,2,2,2,98,1,77,1,77,77,2,21002062,2,1,1,2,2,2,2,1,2,2,2,1
77,2,1,1,1,1,77,77,1,1,1,2,2,2,2,97,77,2,1,97,2,97,97,2,2,2,1,2,2,2,2,2,97,1,2,2,5.6249092315,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,77,1,2,2,3,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,2,97,97,3,1,1,77,1,2,2,2,97,2,2,97,97,97,2,21002063,2,2,2,2,2,2,2,1,2,2,2,1
77,77,97,97,97,97,77,97,77,77,77,77,77,77,77,97,77,97,77,77,1,1,5,1,1,98,1,1,1,77,77,77,97,77,77,97,5.6249092315,77,77,77,77,77,77,77,97,97,77,97,97,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,97,97,2,2,77,1,77,77,77,77,1,77,77,77,77,77,77,97,77,77,77,77,2,97,97,97,97,77,77,77,77,77,2,97,77,77,97,97,97,77,21002066,77,77,77,77,77,77,77,1,77,77,77,1
1,2,97,97,97,97,4,2,1,2,1,2,1,2,2,97,1,97,77,97,2,97,97,2,2,2,2,2,2,2,2,2,97,1,2,2,6.6220824902,2,2,2,1,2,2,2,97,97,1,2,97,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,97,97,3,1,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,77,1,1,77,1,1,2,2,97,2,2,97,97,97,2,21002072,2,1,1,2,2,1,2,1,2,1,98,1
3,2,97,97,97,97,4,2,1,1,1,1,2,2,2,97,1,97,2,77,1,77,77,2,1,2,2,2,2,2,2,1,2,1,2,97,5.6249092315,1,1,1,1,1,1,1,97,97,2,97,97,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,97,97,2,2,2,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,77,2,2,2,2,2,97,77,77,97,97,97,77,21002073,1,1,1,1,1,1,1,1,1,3,2,1
2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,77,77,97,2,2,1,5,1,1,1,1,1,1,2,2,2,2,97,1,2,1,4.4728307597,1,2,1,1,1,1,1,97,97,1,77,77,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,97,97,1,1,2,1,2,2,1,98,1,1,3,2,1,1,1,1,1,2,2,1,2,97,97,1,1,1,1,1,1,2,2,2,1,2,1,2,5,2,21002075,1,2,1,1,1,1,2,1,1,2,2,1
2,2,97,97,97,97,77,97,3,2,2,2,2,2,2,97,1,97,2,97,2,97,97,1,2,2,1,2,2,2,2,2,97,2,2,97,5.6249092315,2,2,2,1,1,2,1,97,97,2,97,97,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,97,97,2,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,1,1,1,2,2,2,2,2,97,2,2,97,97,97,2,21002077,1,1,2,2,2,1,2,1,2,3,2,1
77,77,97,97,97,97,77,77,1,77,77,77,77,77,2,97,1,97,77,77,1,1,1,77,1,1,2,1,77,77,77,77,97,1,2,2,5.6249092315,1,77,1,1,77,77,77,97,97,2,97,97,1,77,77,77,77,2,1,77,77,1,1,1,1,77,77,97,97,2,1,3,97,97,97,97,97,3,77,97,97,97,97,97,97,97,97,97,2,2,97,97,77,2,1,77,1,1,77,2,97,77,1,97,97,97,98,21002079,2,2,2,2,2,1,77,1,2,1,2,2
77,2,1,3,1,1,4,97,3,2,2,2,2,2,1,4,2,2,1,2,1,1,4,2,1,2,1,2,2,2,2,2,97,1,2,97,5.6249092315,98,2,1,2,2,2,2,97,97,2,97,97,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,77,77,2,2,2,1,2,2,1,2,1,1,77,3,77,77,77,97,2,2,2,2,2,97,97,97,97,2,2,2,2,2,2,97,2,2,97,97,97,2,21002080,2,2,2,2,2,2,2,1,2,3,2,1
3,2,97,97,97,97,4,2,1,1,2,2,2,2,2,97,77,97,2,97,2,97,97,1,1,1,1,1,2,2,2,2,97,2,2,97,5.6249092315,2,2,2,2,2,2,2,97,97,2,97,97,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,97,97,2,2,2,1,2,2,1,2,1,2,77,77,77,77,77,97,2,2,2,77,2,97,97,1,1,1,77,2,2,2,2,97,2,2,97,97,97,77,21002081,2,2,2,2,2,2,2,1,2,2,2,2
77,1,97,97,97,97,77,97,2,1,2,2,2,2,2,97,1,97,2,97,2,97,97,2,1,2,1,2,2,2,2,2,97,1,2,97,5.6249092315,1,1,1,2,1,2,1,97,97,2,97,97,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,97,97,2,2,2,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,2,97,2,2,97,97,97,2,21002082,2,1,2,1,1,1,2,1,2,2,2,1
3,2,97,97,97,97,4,97,3,2,2,2,2,2,2,97,1,97,2,97,2,97,97,2,1,2,1,2,2,2,2,2,97,2,2,97,6.6220824902,97,97,97,97,97,97,97,97,97,1,2,97,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,97,97,3,1,3,1,2,2,1,1,1,2,2,2,2,2,2,97,2,2,2,2,2,97,97,97,97,2,2,2,2,2,2,97,2,2,97,97,97,2,21002084,2,2,2,2,2,2,2,2,2,2,97,97
1,1,97,97,97,97,2,2,1,2,2,2,2,2,2,97,1,1,1,2,1,4,5,1,1,1,1,2,2,2,2,1,1,1,1,1,4.4728307597,1,1,1,1,1,2,2,97,97,1,2,97,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,2,2,1,2,1,1,97,97,2,2,1,1,1,2,2,1,2,1,1,5,2,21002086,1,1,2,1,1,1,2,1,2,2,2,1
3,2,97,97,97,97,4,97,3,2,2,2,2,2,2,97,2,97,2,97,2,97,97,2,2,2,2,2,2,2,2,2,97,2,2,2,5.6249092315,2,2,1,2,2,2,2,97,97,2,97,97,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,97,97,2,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,1,2,2,2,97,2,2,97,97,97,2,21002087,1,1,1,1,2,1,2,1,2,2,2,1
77,2,77,77,77,77,2,77,1,1,1,77,77,1,77,97,1,97,77,77,1,1,2,2,1,1,1,2,77,77,77,77,97,77,1,97,4.4728307597,1,1,1,1,1,77,1,97,97,1,77,97,77,1,1,1,77,2,1,77,1,1,2,1,77,1,1,97,97,1,1,2,1,2,2,1,1,1,1,77,77,77,77,77,97,1,77,77,2,2,1,1,97,97,2,77,77,77,77,2,97,77,77,97,97,97,77,21002091,77,77,77,77,2,1,1,1,77,77,2,1
77,2,97,97,97,97,77,97,4,2,2,2,2,2,2,97,77,2,1,77,1,77,77,2,1,2,1,2,2,2,2,2,97,77,1,97,5.6249092315,2,2,1,2,2,2,2,97,97,2,97,97,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,3,1,1,1,77,2,2,2,1,2,1,1,97,97,2,2,2,2,2,2,97,2,77,97,97,97,2,21002094,2,1,77,77,77,77,2,1,2,2,2,1
1,2,97,97,97,97,2,2,1,1,2,2,1,2,1,3,1,97,2,2,1,4,5,2,1,2,1,2,2,2,2,2,97,1,2,97,5.6249092315,2,2,1,1,1,2,1,97,97,2,97,97,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,97,97,2,2,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,1,1,1,2,2,2,2,2,97,2,2,97,97,97,2,21002095,1,1,1,1,2,1,2,1,2,2,2,1
3,2,97,97,97,97,4,77,1,1,1,2,2,2,1,77,77,97,2,2,1,5,5,2,2,2,1,2,2,2,2,2,97,2,2,97,6.6220824902,2,2,1,1,2,2,2,97,97,2,97,97,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,97,97,3,2,2,1,2,2,1,2,1,2,3,1,3,1,1,97,2,2,2,77,2,97,97,97,97,2,2,2,2,2,2,97,77,2,97,97,97,2,21002098,2,2,1,1,1,2,2,1,2,2,2,1
77,2,97,97,97,97,4,2,1,2,2,2,2,2,77,97,77,97,77,97,2,97,97,2,2,2,2,2,2,2,2,2,97,77,2,97,6.6220824902,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,1,2,2,77,77,77,1,77,1,97,97,3,1,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,77,2,2,2,2,2,1,1,2,1,2,1,2,21002099,2,2,2,2,2,2,2,2,2,2,97,97
77,2,97,97,97,97,3,97,3,2,2,2,2,2,2,97,77,97,2,97,2,97,97,2,2,2,1,2,2,2,2,2,97,2,2,2,5.6249092315,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,97,97,2,2,2,1,2,2,2,2,1,2,3,3,3,2,2,2,1,2,2,1,2,97,97,97,97,2,2,1,2,2,2,97,2,77,97,97,97,77,21002100,1,1,1,1,1,1,77,1,2,2,2,1
2,2,1,2,1,77,2,2,1,1,77,77,2,2,2,97,1,97,77,97,2,97,97,1,1,2,1,2,2,2,2,2,97,1,1,2,5.6249092315,2,2,1,1,1,2,2,97,97,2,97,97,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,97,97,2,2,1,97,97,97,97,97,3,1,97,97,97,97,97,1,97,97,97,1,2,1,1,97,97,2,2,1,2,2,2,97,2,2,97,97,97,2,21002101,2,1,1,2,2,1,2,1,2,3,2,1
1,2,1,1,1,1,3,2,1,2,1,77,2,2,1,3,2,97,77,77,1,4,5,1,1,1,1,2,2,2,2,2,97,1,1,77,5.6249092315,1,1,1,1,1,2,1,97,97,2,97,97,1,1,1,1,2,2,1,1,77,1,1,1,1,1,1,97,97,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,77,1,2,1,2,77,1,3,1,1,1,1,1,1,2,97,77,77,97,97,97,2,21002102,77,1,1,1,1,77,1,1,77,77,2,1
2,2,97,97,97,97,4,97,3,2,2,2,2,2,2,97,2,97,77,97,2,97,97,2,1,2,1,2,2,2,2,2,97,2,2,97,5.6249092315,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,97,97,2,2,2,1,2,2,1,2,1,2,77,3,77,77,77,97,2,2,2,2,2,97,97,97,97,2,2,2,2,2,2,97,2,2,97,97,97,1,21002104,2,2,1,2,2,1,2,1,2,3,2,1
2,2,97,97,97,97,2,2,1,1,2,2,2,2,2,97,2,97,2,97,2,97,97,1,1,2,1,2,2,2,2,2,97,1,2,2,5.6249092315,2,2,2,2,1,2,1,97,97,2,97,77,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,97,97,2,2,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,77,1,1,2,2,97,2,2,97,97,97,2,21002105,2,2,77,77,2,1,2,1,2,2,2,1
2,2,97,97,97,97,4,97,3,1,2,2,2,2,1,2,1,97,77,2,1,5,3,2,1,2,1,2,2,2,2,2,97,2,2,2,6.6220824902,2,2,2,2,2,2,1,97,97,2,97,97,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,97,97,3,2,1,97,97,97,97,97,3,2,97,97,97,97,97,1,97,97,97,1,2,97,97,97,97,2,2,1,1,2,2,97,2,77,97,97,97,2,21002107,2,2,1,1,2,2,2,1,2,2,2,1
1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,77,1,97,2,2,1,1,3,1,1,2,1,2,2,1,2,2,2,1,2,2,5.6249092315,1,1,1,1,1,2,2,97,97,2,97,97,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,97,97,2,2,1,2,2,2,1,77,1,1,2,2,2,2,2,1,2,2,2,1,2,97,97,1,1,1,2,1,2,1,2,97,2,2,97,97,97,2,21002111,1,1,1,2,1,1,2,1,2,1,2,1
